site,radius,order,n,log10_error,log10_bound,log10_sensitivity,max_orbit,below_noise_floor
attracting_zero,1e-18,3,154,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,154,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,154,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,155,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,155,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,155,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,155,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,156,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,156,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,156,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,156,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,157,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,157,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,157,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,157,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,158,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,158,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,158,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,158,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,159,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,159,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,159,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,159,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,160,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,160,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,160,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,160,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,161,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,161,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,161,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,161,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,162,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,162,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,162,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,162,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,163,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,163,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,163,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,163,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,164,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,164,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,164,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,164,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,165,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,165,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,165,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,165,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,166,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,166,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,166,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,166,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,167,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,167,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,167,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,167,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,168,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,168,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,168,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,168,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,169,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,169,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,169,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,169,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,170,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,170,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,170,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,170,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,171,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,171,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,171,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,171,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,172,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,172,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,172,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,172,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,173,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,173,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,173,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,173,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,174,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,174,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,174,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,174,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,175,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,175,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,175,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,175,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,176,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,176,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,176,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,176,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,177,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,177,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,177,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,177,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,178,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,178,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,178,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,178,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,179,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,179,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,179,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,179,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,180,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,180,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,180,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,180,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,181,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,181,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,181,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,181,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,182,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,182,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,182,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,182,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,183,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,183,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,183,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,183,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,184,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,184,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,184,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,184,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,185,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,185,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,185,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,185,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,186,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,186,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,186,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,186,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,187,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,187,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,187,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,187,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,188,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,188,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,188,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,188,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,189,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,189,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,189,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,189,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,190,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,190,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,190,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,190,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,191,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,191,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,191,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,191,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,192,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,192,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,192,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,192,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,193,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,193,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,193,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,193,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,194,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,194,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,194,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,194,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,195,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,195,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,195,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,195,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,196,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,196,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,196,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,196,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,197,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,197,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,197,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,197,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,198,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,198,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,198,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,198,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,199,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,199,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,199,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,199,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,200,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,200,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,200,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,200,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,201,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,201,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,201,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,201,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,202,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,202,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,202,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,202,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,203,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,203,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,203,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,203,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,204,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,204,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,204,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,204,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,205,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,205,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,205,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,205,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,206,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,206,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,206,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,206,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,207,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,207,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,207,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,207,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,208,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,208,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,208,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,208,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,209,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,209,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,209,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,209,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,210,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,210,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,210,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,210,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,211,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,211,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,211,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,211,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,212,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,212,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,212,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,212,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,213,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,213,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,213,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,213,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,214,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,214,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,214,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,214,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,215,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,215,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,215,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,215,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,216,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,216,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,216,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,216,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,217,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,217,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,217,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,217,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,218,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,218,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,218,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,218,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,219,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,219,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,219,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,219,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,220,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,220,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,220,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,220,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,221,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,221,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,221,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,221,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,222,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,222,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,222,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,222,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,223,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,223,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,223,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,223,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,224,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,224,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,224,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,224,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,225,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,225,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,225,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,225,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,226,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,226,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,226,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,226,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,227,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,227,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,227,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,227,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,228,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,228,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,228,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,228,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,229,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,229,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,229,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,229,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,230,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,230,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,230,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,230,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,231,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,231,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,231,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,231,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,232,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,232,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,232,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,232,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,233,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,233,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,233,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,233,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,234,-36.0,-36.0,0.0,1e-18,False
attracting_zero,1e-18,3,234,-71.30102999566398,-71.30102999566398,0.0,1e-18,True
attracting_zero,1e-18,5,234,-106.37140078693032,-106.3767507096021,0.0,1e-18,True
attracting_zero,1e-18,8,234,-107.44302832384658,-158.84466396253495,0.0,1e-18,True
attracting_zero,1e-18,1,235,-36.0,-36.0,0.0,1e-18,False
